Index,Champion,Other Champions,Synergy,Counter,Synergy Total,Counter Total
17814,Taliyah,Fizz,-1,-1,1,1
17815,Taliyah,Galio,0,0,0,2
17816,Taliyah,Gangplank,1,0,3,2
17817,Taliyah,Garen,0,-1,0,1
17818,Taliyah,Gnar,0,-1,0,1
17819,Taliyah,Gragas,0,-1,0,1
17820,Taliyah,Graves,-1,1,1,3
17821,Taliyah,Gwen,-1,0,1,2
17822,Taliyah,Hecarim,0,0,0,0
17823,Taliyah,Heimerdinger,-2,-1,2,1
17824,Taliyah,Irelia,-2,1,4,3
17825,Taliyah,Ivern,0,0,0,0
17826,Taliyah,Illaoi,0,0,0,0
17827,Taliyah,Janna,-2,1,2,1
17828,Taliyah,Jarvan IV,0,0,0,0
17829,Taliyah,Jax,0,0,0,0
17830,Taliyah,Jayce,0,-1,0,1
17831,Taliyah,Jhin,1,0,1,2
17832,Taliyah,Jinx,0,-3,2,3
17833,Taliyah,Karma,0,-1,0,1
17834,Taliyah,Kalista,0,0,0,0
17835,Taliyah,Karthus,1,1,1,1
17836,Taliyah,Kassadin,0,-1,0,1
17837,Taliyah,Kai Sa,0,0,0,0
17838,Taliyah,Katarina,2,0,2,2
17839,Taliyah,Kayn,1,1,1,3
17840,Taliyah,Kayle,-2,-2,2,2
17841,Taliyah,Kennen,0,-2,0,4
17842,Taliyah,Kha Zix,0,0,0,0
17843,Taliyah,Kog Maw,0,0,0,0
17844,Taliyah,Kled,0,-3,0,3
17845,Taliyah,Kindred,-1,1,1,3
17846,Taliyah,LeBlanc,0,0,0,0
17847,Taliyah,Lee Sin,0,0,0,0
17848,Taliyah,Leona,-5,0,5,0
17849,Taliyah,Lucian,1,-1,1,11
17850,Taliyah,Lissandra,0,1,0,1
17851,Taliyah,Lulu,4,1,6,1
17852,Taliyah,Lux,-3,1,3,1
17853,Taliyah,Malphite,0,0,0,2
17854,Taliyah,Malzahar,-2,2,2,2
17855,Taliyah,Maokai,0,0,0,2
17856,Taliyah,Master Yi,0,0,0,0
17857,Taliyah,Miss Fortune,0,0,0,0
17858,Taliyah,Mordekaiser,0,0,0,0
17859,Taliyah,Morgana,-1,-1,1,3
17860,Taliyah,Nami,0,2,0,4
17861,Taliyah,Nasus,-3,0,3,0
17862,Taliyah,Nautilus,2,-1,2,1
17863,Taliyah,Neeko,-1,0,1,0
17864,Taliyah,Nidalee,0,0,0,0
17865,Taliyah,Nocturne,0,0,0,0
17866,Taliyah,Nunu and Willump,0,0,0,0
17867,Taliyah,Olaf,0,1,0,1
17868,Taliyah,Orrn,0,0,0,0
17869,Taliyah,Orianna,-2,-2,2,2
17870,Taliyah,Pantheon,2,0,4,0
17871,Taliyah,Poppy,0,0,0,0
17872,Taliyah,Pyke,0,2,2,2
17873,Taliyah,Quinn,0,1,0,3
17874,Taliyah,Rammus,0,5,0,5
17875,Taliyah,Rakan,2,0,2,2
17876,Taliyah,Rek Sai,0,0,0,0
17877,Taliyah,Renekton,5,-2,7,2
17878,Taliyah,Rengar,0,0,0,0
17879,Taliyah,Riven,0,-1,0,3
17880,Taliyah,Rumble,-1,-5,1,5
17881,Taliyah,Ryze,-2,2,2,2
17882,Taliyah,Samira,0,-1,2,3
17883,Taliyah,Sejuani,0,0,0,0
17884,Taliyah,Seraphine,0,7,2,7
17885,Taliyah,Shaco,0,0,0,0
17886,Taliyah,Shen,-1,-2,1,2
17887,Taliyah,Shyvana,0,0,0,0
17888,Taliyah,Singed,0,0,0,0
17889,Taliyah,Sion,0,-4,0,4
17890,Taliyah,Sivir,-2,1,2,1
17891,Taliyah,Skarner,0,0,0,0
17892,Taliyah,Sona,-2,-2,2,2
17893,Taliyah,Soraka,0,0,0,0
17894,Taliyah,Swain,3,1,3,1
17895,Taliyah,Syndra,0,-2,0,2
17896,Taliyah,Sylas,0,3,0,3
17897,Taliyah,Talon,-1,-1,1,1
17898,Taliyah,Taliyah,0,0,0,0
17899,Taliyah,Taric,0,1,0,1
17900,Taliyah,Tahm Kench,0,0,0,0
17901,Taliyah,Thresh,0,0,4,2
17902,Taliyah,Teemo,0,0,0,2
17903,Taliyah,Tristana,-1,-1,3,1
17904,Taliyah,Trundle,2,2,4,4
17905,Taliyah,Tryndamere,0,0,0,0
17906,Taliyah,Twisted Fate,0,0,0,0
17907,Taliyah,Twitch,2,-1,2,1
17908,Taliyah,Udyr,0,0,0,0
17909,Taliyah,Urgot,0,0,0,0
17910,Taliyah,Varus,2,-1,2,1
17911,Taliyah,Vayne,0,5,2,11
17912,Taliyah,Veigar,0,1,2,1
17913,Taliyah,Vel Koz,0,0,0,0
17914,Taliyah,Vi,1,0,1,0
17915,Taliyah,Viktor,1,0,1,0
17916,Taliyah,Vladimir,-1,0,1,0
17917,Taliyah,Volibear,0,1,0,3
17918,Taliyah,Warwick,-1,0,1,0
17919,Taliyah,Wukong,0,0,0,0
17920,Taliyah,Xayah,1,1,1,3
17921,Taliyah,Xerath,1,0,1,2
17922,Taliyah,Xin Zhao,0,0,0,0
17923,Taliyah,Yasuo,0,0,0,2
17924,Taliyah,Yorick,0,0,0,0
17925,Taliyah,Zac,0,2,0,2
17926,Taliyah,Zed,0,-1,0,3
17927,Taliyah,Ziggs,-2,0,2,0
17928,Taliyah,Zilean,0,0,0,0
17929,Taliyah,Zoe,0,-1,0,1
17930,Taliyah,Zyra,0,0,0,0
17931,Taliyah,Yuumi,0,-1,2,3
17932,Taliyah,Senna,1,0,3,0
17933,Taliyah,Qiana,0,0,0,0
17934,Taliyah,Sett,-1,2,1,2
17935,Taliyah,Aphelios,2,1,8,1
17936,Taliyah,Viego,-1,-3,1,3
17937,Taliyah,Rell,0,-1,0,1
17938,Taliyah,Lillia,-3,0,3,0
17939,Taliyah,Yone,-3,0,3,0
17940,Taric,Aatrox,0,0,0,0
17941,Taric,Akali,-2,2,2,2
17942,Taric,Aurelion Sol,0,0,0,0
17943,Taric,Ahri,1,-3,1,3
17944,Taric,Akshan,0,2,0,2
17945,Taric,Alistar,-1,1,1,1
17946,Taric,Amumu,0,0,0,0
17947,Taric,Anivia,0,0,0,0
17948,Taric,Annie,0,1,0,1
17949,Taric,Ashe,0,-4,0,4
17950,Taric,Azir,0,-1,0,1
17951,Taric,Bard,0,0,0,2
17952,Taric,Blitzcrank,0,-1,0,1
17953,Taric,Brand,0,0,0,0
17954,Taric,Braum,0,4,0,4
17955,Taric,Camille,-3,-1,3,1
17956,Taric,Caitlyn,-1,0,1,0
17957,Taric,Cassiopeia,-1,0,1,0
17958,Taric,Cho Gath,0,0,0,0
17959,Taric,Corki,0,0,0,0
17960,Taric,Darius,1,0,1,0
17961,Taric,Dr. Mundo,0,0,0,0
17962,Taric,Diana,-4,-2,4,4
17963,Taric,Draven,0,0,2,0
17964,Taric,Ekko,-1,-1,3,3
17965,Taric,Elise,0,0,0,0
17966,Taric,Evelynn,1,1,1,1
17967,Taric,Ezreal,1,4,7,8
17968,Taric,Fiddlesticks,0,0,0,0
17969,Taric,Fiora,-2,0,2,2
17970,Taric,Fizz,0,0,0,0
17971,Taric,Galio,0,-1,0,1
17972,Taric,Gangplank,1,1,1,1
17973,Taric,Garen,0,0,0,0
17974,Taric,Gnar,3,0,3,0
17975,Taric,Gragas,0,2,4,2
17976,Taric,Graves,-2,0,6,4
17977,Taric,Gwen,0,-1,0,3
17978,Taric,Hecarim,-1,0,1,0
17979,Taric,Heimerdinger,1,-3,5,3
17980,Taric,Irelia,1,-3,3,3
17981,Taric,Ivern,0,0,0,0
17982,Taric,Illaoi,0,1,0,1
17983,Taric,Janna,1,0,1,0
17984,Taric,Jarvan IV,0,0,0,0
17985,Taric,Jax,1,2,1,2
17986,Taric,Jayce,-1,-1,1,5
17987,Taric,Jhin,0,0,0,0
17988,Taric,Jinx,1,1,1,1
17989,Taric,Karma,-1,-1,3,3
17990,Taric,Kalista,-2,0,2,2
17991,Taric,Karthus,-2,2,6,6
17992,Taric,Kassadin,0,1,0,1
17993,Taric,Kai Sa,0,0,0,0
17994,Taric,Katarina,1,-1,1,1
17995,Taric,Kayn,-1,3,1,3
17996,Taric,Kayle,-1,0,3,0
17997,Taric,Kennen,1,0,1,0
17998,Taric,Kha Zix,0,0,0,0
17999,Taric,Kog Maw,0,0,0,0
18000,Taric,Kled,-1,-2,3,4
18001,Taric,Kindred,1,0,1,0
18002,Taric,LeBlanc,0,0,0,0
18003,Taric,Lee Sin,0,0,0,0
18004,Taric,Leona,0,2,0,2
18005,Taric,Lucian,2,-4,4,6
18006,Taric,Lissandra,0,-1,0,1
18007,Taric,Lulu,1,-1,1,3
18008,Taric,Lux,0,0,0,2
18009,Taric,Malphite,0,0,2,0
18010,Taric,Malzahar,0,0,0,0
18011,Taric,Maokai,1,0,1,0
18012,Taric,Master Yi,0,0,0,0
18013,Taric,Miss Fortune,0,0,0,0
18014,Taric,Mordekaiser,-1,0,1,0
18015,Taric,Morgana,0,2,0,2
18016,Taric,Nami,0,-1,0,3
18017,Taric,Nasus,0,0,0,0
18018,Taric,Nautilus,0,1,0,1
18019,Taric,Neeko,0,0,0,0
18020,Taric,Nidalee,2,1,4,1
18021,Taric,Nocturne,0,-1,0,1
18022,Taric,Nunu and Willump,0,0,0,0
18023,Taric,Olaf,1,-1,1,3
18024,Taric,Orrn,0,0,0,0
18025,Taric,Orianna,-1,0,1,0
18026,Taric,Pantheon,1,0,1,0
18027,Taric,Poppy,0,0,0,0
18028,Taric,Pyke,0,0,0,0
18029,Taric,Quinn,-1,0,1,0
18030,Taric,Rammus,0,-1,0,1
18031,Taric,Rakan,0,-2,0,4
18032,Taric,Rek Sai,0,0,0,0
18033,Taric,Renekton,2,3,2,3
18034,Taric,Rengar,-3,-1,3,1
18035,Taric,Riven,-1,-2,3,2
18036,Taric,Rumble,1,0,1,0
18037,Taric,Ryze,2,0,2,0
18038,Taric,Samira,0,0,0,6
18039,Taric,Sejuani,0,0,0,0
18040,Taric,Seraphine,0,-3,2,5
18041,Taric,Shaco,-1,-1,3,1
18042,Taric,Shen,0,0,0,0
18043,Taric,Shyvana,0,0,0,0
18044,Taric,Singed,1,0,1,0
18045,Taric,Sion,0,2,0,2
18046,Taric,Sivir,0,1,0,1
18047,Taric,Skarner,0,-1,0,1
18048,Taric,Sona,2,0,2,2
18049,Taric,Soraka,0,0,0,0
18050,Taric,Swain,-1,0,1,0
18051,Taric,Syndra,0,2,0,2
18052,Taric,Sylas,2,2,2,2
18053,Taric,Talon,0,-1,0,1
18054,Taric,Taliyah,0,-1,0,1
18055,Taric,Taric,-20,0,20,0
18056,Taric,Tahm Kench,0,0,0,0
18057,Taric,Thresh,0,-2,0,4
18058,Taric,Teemo,0,-1,0,1
18059,Taric,Tristana,0,0,0,0
18060,Taric,Trundle,0,0,0,0
18061,Taric,Tryndamere,1,1,1,3
18062,Taric,Twisted Fate,0,0,0,0
18063,Taric,Twitch,1,0,1,0
18064,Taric,Udyr,0,0,0,0
18065,Taric,Urgot,0,-1,0,1
18066,Taric,Varus,0,-1,0,1
18067,Taric,Vayne,-4,-2,6,4
18068,Taric,Veigar,0,1,0,1
18069,Taric,Vel Koz,0,0,0,0
18070,Taric,Vi,0,0,0,0
18071,Taric,Viktor,-1,0,1,0
18072,Taric,Vladimir,-1,2,1,2
18073,Taric,Volibear,0,0,0,0
18074,Taric,Warwick,1,0,1,0
18075,Taric,Wukong,0,0,0,0
18076,Taric,Xayah,1,0,1,0
18077,Taric,Xerath,0,-1,0,1
18078,Taric,Xin Zhao,0,0,0,0
18079,Taric,Yasuo,-1,1,3,1
18080,Taric,Yorick,0,0,0,0
18081,Taric,Zac,0,0,0,0
18082,Taric,Zed,-1,-24,1,26
18083,Taric,Ziggs,0,-3,0,3
18084,Taric,Zilean,0,0,0,0
18085,Taric,Zoe,2,0,2,0
18086,Taric,Zyra,0,0,0,0
18087,Taric,Yuumi,0,0,0,0
18088,Taric,Senna,0,0,0,0
18089,Taric,Qiana,0,0,0,0
18090,Taric,Sett,1,-1,1,1
18091,Taric,Aphelios,5,1,7,3
18092,Taric,Viego,-1,5,3,5
18093,Taric,Rell,0,1,0,3
18094,Taric,Lillia,0,0,0,0
18095,Taric,Yone,-2,1,2,1
18096,Tahm Kench,Aatrox,0,0,0,0
18097,Tahm Kench,Akali,0,0,0,0
18098,Tahm Kench,Aurelion Sol,0,0,0,0
18099,Tahm Kench,Ahri,0,0,0,0
18100,Tahm Kench,Akshan,0,0,0,0
18101,Tahm Kench,Alistar,0,0,0,0
18102,Tahm Kench,Amumu,0,0,0,0
18103,Tahm Kench,Anivia,0,0,0,0
18104,Tahm Kench,Annie,0,0,0,0
18105,Tahm Kench,Ashe,0,0,0,0
18106,Tahm Kench,Azir,0,0,0,0
18107,Tahm Kench,Bard,0,0,0,0
18108,Tahm Kench,Blitzcrank,0,0,0,0
18109,Tahm Kench,Brand,0,0,0,0
18110,Tahm Kench,Braum,0,0,0,0
18111,Tahm Kench,Camille,0,0,0,0
18112,Tahm Kench,Caitlyn,0,0,0,0
18113,Tahm Kench,Cassiopeia,0,0,0,0
18114,Tahm Kench,Cho Gath,0,0,0,0
18115,Tahm Kench,Corki,0,0,0,0
18116,Tahm Kench,Darius,0,0,0,0
18117,Tahm Kench,Dr. Mundo,0,0,0,0
18118,Tahm Kench,Diana,0,0,0,0
18119,Tahm Kench,Draven,0,0,0,0
18120,Tahm Kench,Ekko,0,0,0,0
18121,Tahm Kench,Elise,0,0,0,0
18122,Tahm Kench,Evelynn,0,0,0,0
18123,Tahm Kench,Ezreal,0,0,0,0
18124,Tahm Kench,Fiddlesticks,0,0,0,0
18125,Tahm Kench,Fiora,0,0,0,0
18126,Tahm Kench,Fizz,0,0,0,0
18127,Tahm Kench,Galio,0,0,0,0
18128,Tahm Kench,Gangplank,0,0,0,0
18129,Tahm Kench,Garen,0,0,0,0
18130,Tahm Kench,Gnar,0,0,0,0
18131,Tahm Kench,Gragas,0,0,0,0
18132,Tahm Kench,Graves,0,0,0,0
18133,Tahm Kench,Gwen,0,0,0,0
18134,Tahm Kench,Hecarim,0,0,0,0
18135,Tahm Kench,Heimerdinger,0,0,0,0
18136,Tahm Kench,Irelia,0,0,0,0
18137,Tahm Kench,Ivern,0,0,0,0
18138,Tahm Kench,Illaoi,0,0,0,0
18139,Tahm Kench,Janna,0,0,0,0
18140,Tahm Kench,Jarvan IV,0,0,0,0
18141,Tahm Kench,Jax,0,0,0,0
18142,Tahm Kench,Jayce,0,0,0,0
18143,Tahm Kench,Jhin,0,0,0,0
18144,Tahm Kench,Jinx,0,0,0,0
18145,Tahm Kench,Karma,0,0,0,0
18146,Tahm Kench,Kalista,0,0,0,0
18147,Tahm Kench,Karthus,0,0,0,0
18148,Tahm Kench,Kassadin,0,0,0,0
18149,Tahm Kench,Kai Sa,0,0,0,0
18150,Tahm Kench,Katarina,0,0,0,0
18151,Tahm Kench,Kayn,0,0,0,0
18152,Tahm Kench,Kayle,0,0,0,0
18153,Tahm Kench,Kennen,0,0,0,0
18154,Tahm Kench,Kha Zix,0,0,0,0
18155,Tahm Kench,Kog Maw,0,0,0,0
18156,Tahm Kench,Kled,0,0,0,0
18157,Tahm Kench,Kindred,0,0,0,0
18158,Tahm Kench,LeBlanc,0,0,0,0
18159,Tahm Kench,Lee Sin,0,0,0,0
18160,Tahm Kench,Leona,0,0,0,0
18161,Tahm Kench,Lucian,0,0,0,0
18162,Tahm Kench,Lissandra,0,0,0,0
18163,Tahm Kench,Lulu,0,0,0,0
18164,Tahm Kench,Lux,0,0,0,0
18165,Tahm Kench,Malphite,0,0,0,0
18166,Tahm Kench,Malzahar,0,0,0,0
18167,Tahm Kench,Maokai,0,0,0,0
18168,Tahm Kench,Master Yi,0,0,0,0
18169,Tahm Kench,Miss Fortune,0,0,0,0
18170,Tahm Kench,Mordekaiser,0,0,0,0
18171,Tahm Kench,Morgana,0,0,0,0
18172,Tahm Kench,Nami,0,0,0,0
18173,Tahm Kench,Nasus,0,0,0,0
18174,Tahm Kench,Nautilus,0,0,0,0
18175,Tahm Kench,Neeko,0,0,0,0
18176,Tahm Kench,Nidalee,0,0,0,0
18177,Tahm Kench,Nocturne,0,0,0,0
18178,Tahm Kench,Nunu and Willump,0,0,0,0
18179,Tahm Kench,Olaf,0,0,0,0
18180,Tahm Kench,Orrn,0,0,0,0
18181,Tahm Kench,Orianna,0,0,0,0
18182,Tahm Kench,Pantheon,0,0,0,0
18183,Tahm Kench,Poppy,0,0,0,0
18184,Tahm Kench,Pyke,0,0,0,0
18185,Tahm Kench,Quinn,0,0,0,0
18186,Tahm Kench,Rammus,0,0,0,0
18187,Tahm Kench,Rakan,0,0,0,0
18188,Tahm Kench,Rek Sai,0,0,0,0
18189,Tahm Kench,Renekton,0,0,0,0
18190,Tahm Kench,Rengar,0,0,0,0
18191,Tahm Kench,Riven,0,0,0,0
18192,Tahm Kench,Rumble,0,0,0,0
18193,Tahm Kench,Ryze,0,0,0,0
18194,Tahm Kench,Samira,0,0,0,0
18195,Tahm Kench,Sejuani,0,0,0,0
18196,Tahm Kench,Seraphine,0,0,0,0
18197,Tahm Kench,Shaco,0,0,0,0
18198,Tahm Kench,Shen,0,0,0,0
18199,Tahm Kench,Shyvana,0,0,0,0
18200,Tahm Kench,Singed,0,0,0,0
18201,Tahm Kench,Sion,0,0,0,0
18202,Tahm Kench,Sivir,0,0,0,0
18203,Tahm Kench,Skarner,0,0,0,0
18204,Tahm Kench,Sona,0,0,0,0
18205,Tahm Kench,Soraka,0,0,0,0
18206,Tahm Kench,Swain,0,0,0,0
18207,Tahm Kench,Syndra,0,0,0,0
18208,Tahm Kench,Sylas,0,0,0,0
18209,Tahm Kench,Talon,0,0,0,0
18210,Tahm Kench,Taliyah,0,0,0,0
18211,Tahm Kench,Taric,0,0,0,0
18212,Tahm Kench,Tahm Kench,0,0,0,0
18213,Tahm Kench,Thresh,0,0,0,0
18214,Tahm Kench,Teemo,0,0,0,0
18215,Tahm Kench,Tristana,0,0,0,0
18216,Tahm Kench,Trundle,0,0,0,0
18217,Tahm Kench,Tryndamere,0,0,0,0
18218,Tahm Kench,Twisted Fate,0,0,0,0
18219,Tahm Kench,Twitch,0,0,0,0
18220,Tahm Kench,Udyr,0,0,0,0
18221,Tahm Kench,Urgot,0,0,0,0
18222,Tahm Kench,Varus,0,0,0,0
18223,Tahm Kench,Vayne,0,0,0,0
18224,Tahm Kench,Veigar,0,0,0,0
18225,Tahm Kench,Vel Koz,0,0,0,0
18226,Tahm Kench,Vi,0,0,0,0
18227,Tahm Kench,Viktor,0,0,0,0
18228,Tahm Kench,Vladimir,0,0,0,0
18229,Tahm Kench,Volibear,0,0,0,0
18230,Tahm Kench,Warwick,0,0,0,0
18231,Tahm Kench,Wukong,0,0,0,0
18232,Tahm Kench,Xayah,0,0,0,0
18233,Tahm Kench,Xerath,0,0,0,0
18234,Tahm Kench,Xin Zhao,0,0,0,0
18235,Tahm Kench,Yasuo,0,0,0,0
18236,Tahm Kench,Yorick,0,0,0,0
18237,Tahm Kench,Zac,0,0,0,0
18238,Tahm Kench,Zed,0,0,0,0
18239,Tahm Kench,Ziggs,0,0,0,0
18240,Tahm Kench,Zilean,0,0,0,0
18241,Tahm Kench,Zoe,0,0,0,0
18242,Tahm Kench,Zyra,0,0,0,0
18243,Tahm Kench,Yuumi,0,0,0,0
18244,Tahm Kench,Senna,0,0,0,0
18245,Tahm Kench,Qiana,0,0,0,0
18246,Tahm Kench,Sett,0,0,0,0
18247,Tahm Kench,Aphelios,0,0,0,0
18248,Tahm Kench,Viego,0,0,0,0
18249,Tahm Kench,Rell,0,0,0,0
18250,Tahm Kench,Lillia,0,0,0,0
18251,Tahm Kench,Yone,0,0,0,0
18252,Thresh,Aatrox,1,-10,13,12
18253,Thresh,Akali,-2,14,6,20
18254,Thresh,Aurelion Sol,0,0,0,0
18255,Thresh,Ahri,2,-1,6,9
18256,Thresh,Akshan,-1,1,5,1
18257,Thresh,Alistar,0,3,0,5
18258,Thresh,Amumu,2,5,6,7
18259,Thresh,Anivia,0,-4,4,6
18260,Thresh,Annie,0,-2,0,4
18261,Thresh,Ashe,6,8,24,26
18262,Thresh,Azir,-1,-3,3,3
18263,Thresh,Bard,-1,0,1,8
18264,Thresh,Blitzcrank,0,5,0,17
18265,Thresh,Brand,0,0,0,6
18266,Thresh,Braum,0,-1,0,17
18267,Thresh,Camille,0,-21,26,47
18268,Thresh,Caitlyn,1,5,7,11
18269,Thresh,Cassiopeia,-1,0,3,2
18270,Thresh,Cho Gath,0,0,0,0
18271,Thresh,Corki,3,0,5,0
18272,Thresh,Darius,-4,2,14,10
18273,Thresh,Dr. Mundo,0,0,0,0
18274,Thresh,Diana,0,5,28,13
18275,Thresh,Draven,-1,-3,19,15
18276,Thresh,Ekko,-6,3,28,29
18277,Thresh,Elise,2,-2,4,2
18278,Thresh,Evelynn,-3,1,9,9
18279,Thresh,Ezreal,1,-2,21,34
18280,Thresh,Fiddlesticks,-1,0,7,2
18281,Thresh,Fiora,0,-4,16,22
18282,Thresh,Fizz,1,0,1,2
18283,Thresh,Galio,0,4,2,4
18284,Thresh,Gangplank,-3,2,11,10
18285,Thresh,Garen,0,3,0,3
18286,Thresh,Gnar,-10,6,10,14
18287,Thresh,Gragas,1,-5,7,11
18288,Thresh,Graves,4,0,26,26
18289,Thresh,Gwen,0,2,16,22
18290,Thresh,Hecarim,1,2,3,6
18291,Thresh,Heimerdinger,2,1,6,5
18292,Thresh,Irelia,9,2,27,30
18293,Thresh,Ivern,0,0,2,6
18294,Thresh,Illaoi,2,-2,6,10
18295,Thresh,Janna,0,0,0,4
18296,Thresh,Jarvan IV,0,0,0,0
18297,Thresh,Jax,-2,0,12,10
18298,Thresh,Jayce,-5,3,15,19
18299,Thresh,Jhin,-2,12,12,22
18300,Thresh,Jinx,1,2,11,4
18301,Thresh,Karma,-1,3,1,13
18302,Thresh,Kalista,5,-8,9,12
18303,Thresh,Karthus,4,9,14,13
18304,Thresh,Kassadin,3,0,3,6
18305,Thresh,Kai Sa,0,0,0,0
18306,Thresh,Katarina,6,-2,10,14
18307,Thresh,Kayn,-1,6,19,18
18308,Thresh,Kayle,0,4,6,10
18309,Thresh,Kennen,-1,5,15,11
18310,Thresh,Kha Zix,0,0,0,0
18311,Thresh,Kog Maw,0,0,0,0
18312,Thresh,Kled,3,1,5,3
18313,Thresh,Kindred,11,-1,15,5
18314,Thresh,LeBlanc,0,0,0,0
18315,Thresh,Lee Sin,0,0,0,0
18316,Thresh,Leona,0,3,0,13
18317,Thresh,Lucian,1,2,41,44
18318,Thresh,Lissandra,-1,-4,3,8
18319,Thresh,Lulu,-4,-5,4,17
18320,Thresh,Lux,-6,-1,10,23
18321,Thresh,Malphite,3,2,7,8
18322,Thresh,Malzahar,1,0,3,2
18323,Thresh,Maokai,0,5,0,5
18324,Thresh,Master Yi,0,0,0,0
18325,Thresh,Miss Fortune,0,0,0,0
18326,Thresh,Mordekaiser,0,3,0,3
18327,Thresh,Morgana,2,1,4,7
18328,Thresh,Nami,-1,7,1,15
18329,Thresh,Nasus,2,1,4,3
18330,Thresh,Nautilus,0,2,0,34
18331,Thresh,Neeko,2,0,4,2
18332,Thresh,Nidalee,-4,-4,14,14
18333,Thresh,Nocturne,3,1,3,3
18334,Thresh,Nunu and Willump,0,0,0,0
18335,Thresh,Olaf,0,-6,4,8
18336,Thresh,Orrn,0,0,0,0
18337,Thresh,Orianna,-2,-4,6,4
18338,Thresh,Pantheon,0,3,4,5
18339,Thresh,Poppy,1,0,3,4
18340,Thresh,Pyke,-3,-2,3,8
18341,Thresh,Quinn,-2,1,8,9
18342,Thresh,Rammus,-1,0,1,0
18343,Thresh,Rakan,0,3,0,33
18344,Thresh,Rek Sai,0,0,0,0
18345,Thresh,Renekton,-1,13,13,17
18346,Thresh,Rengar,1,3,7,5
18347,Thresh,Riven,-2,7,22,13
18348,Thresh,Rumble,1,2,9,8
18349,Thresh,Ryze,2,7,20,19
18350,Thresh,Samira,-1,2,13,8
18351,Thresh,Sejuani,0,1,2,1
18352,Thresh,Seraphine,1,3,9,17
18353,Thresh,Shaco,-1,-3,13,13
18354,Thresh,Shen,2,2,6,6
18355,Thresh,Shyvana,0,0,0,0
18356,Thresh,Singed,2,2,2,4
18357,Thresh,Sion,-1,-3,3,11
18358,Thresh,Sivir,3,-1,3,7
18359,Thresh,Skarner,-1,4,1,4
18360,Thresh,Sona,5,3,5,9
18361,Thresh,Soraka,1,0,3,2
18362,Thresh,Swain,-1,1,3,3
18363,Thresh,Syndra,1,-1,7,13
18364,Thresh,Sylas,3,5,19,17
18365,Thresh,Talon,-1,-2,9,10
18366,Thresh,Taliyah,0,0,4,2
18367,Thresh,Taric,0,2,0,4
18368,Thresh,Tahm Kench,0,0,0,0
18369,Thresh,Thresh,-20,0,20,0
18370,Thresh,Teemo,1,-2,3,2
18371,Thresh,Tristana,2,4,6,18
18372,Thresh,Trundle,2,1,6,17
18373,Thresh,Tryndamere,-2,1,10,3
18374,Thresh,Twisted Fate,0,0,0,0
18375,Thresh,Twitch,3,-10,7,12
18376,Thresh,Udyr,-1,0,1,0
18377,Thresh,Urgot,3,-1,5,3
18378,Thresh,Varus,-2,3,22,15
18379,Thresh,Vayne,4,7,22,13
18380,Thresh,Veigar,4,0,10,4
18381,Thresh,Vel Koz,0,0,0,0
18382,Thresh,Vi,-3,0,3,0
18383,Thresh,Viktor,-3,1,5,5
18384,Thresh,Vladimir,2,6,8,14
18385,Thresh,Volibear,4,1,6,7
18386,Thresh,Warwick,1,0,1,4
18387,Thresh,Wukong,0,0,0,0
18388,Thresh,Xayah,9,-2,15,12
18389,Thresh,Xerath,1,-1,7,5
18390,Thresh,Xin Zhao,0,0,0,0
18391,Thresh,Yasuo,5,-2,9,20
18392,Thresh,Yorick,1,0,1,0
18393,Thresh,Zac,2,-1,4,5
18394,Thresh,Zed,-4,1,16,15
18395,Thresh,Ziggs,6,-8,10,14
18396,Thresh,Zilean,0,-2,2,2
18397,Thresh,Zoe,0,-1,2,5
18398,Thresh,Zyra,0,0,0,12
18399,Thresh,Yuumi,0,-2,0,20
18400,Thresh,Senna,-1,9,1,17
18401,Thresh,Qiana,0,0,0,0
18402,Thresh,Sett,10,-3,12,19
18403,Thresh,Aphelios,1,5,77,21
18404,Thresh,Viego,11,10,29,30
18405,Thresh,Rell,0,0,0,6
18406,Thresh,Lillia,0,0,4,4
18407,Thresh,Yone,6,2,14,12
18408,Teemo,Aatrox,0,1,0,3
18409,Teemo,Akali,1,-2,1,4
18410,Teemo,Aurelion Sol,0,0,0,0
18411,Teemo,Ahri,0,-1,0,5
18412,Teemo,Akshan,-1,1,3,1
18413,Teemo,Alistar,0,-1,0,3
18414,Teemo,Amumu,1,-1,1,1
18415,Teemo,Anivia,0,4,0,6
18416,Teemo,Annie,0,0,0,0
18417,Teemo,Ashe,5,2,7,2
18418,Teemo,Azir,1,1,1,1
18419,Teemo,Bard,1,-1,1,1
18420,Teemo,Blitzcrank,0,1,0,1
18421,Teemo,Brand,-1,1,1,1
18422,Teemo,Braum,1,3,1,3
18423,Teemo,Camille,-1,-1,1,1
18424,Teemo,Caitlyn,2,-1,4,3
18425,Teemo,Cassiopeia,0,-1,0,1
18426,Teemo,Cho Gath,0,0,0,0
18427,Teemo,Corki,0,-2,0,2
18428,Teemo,Darius,0,-1,0,3
18429,Teemo,Dr. Mundo,0,0,0,0
18430,Teemo,Diana,3,5,3,9
18431,Teemo,Draven,0,2,0,2
18432,Teemo,Ekko,-1,1,1,3
18433,Teemo,Elise,-1,0,1,0
18434,Teemo,Evelynn,-1,1,1,1
18435,Teemo,Ezreal,-4,4,6,6
18436,Teemo,Fiddlesticks,-4,0,4,0
18437,Teemo,Fiora,1,-4,1,4
