Index,Champion,Other Champions,Synergy,Counter,Synergy Total,Counter Total
4315,Ezreal,Shyvana,0,0,2,0
4316,Ezreal,Singed,-1,-7,7,15
4317,Ezreal,Sion,6,-6,16,10
4318,Ezreal,Sivir,2,-3,2,5
4319,Ezreal,Skarner,1,0,1,4
4320,Ezreal,Sona,6,23,36,59
4321,Ezreal,Soraka,-3,-5,5,9
4322,Ezreal,Swain,-4,2,4,12
4323,Ezreal,Syndra,-8,-1,10,19
4324,Ezreal,Sylas,-3,-10,33,24
4325,Ezreal,Talon,6,-3,12,27
4326,Ezreal,Taliyah,1,2,5,2
4327,Ezreal,Taric,1,-4,7,8
4328,Ezreal,Tahm Kench,0,0,0,0
4329,Ezreal,Thresh,1,2,21,34
4330,Ezreal,Teemo,-4,-4,6,6
4331,Ezreal,Tristana,0,1,2,17
4332,Ezreal,Trundle,2,-3,14,21
4333,Ezreal,Tryndamere,0,9,12,15
4334,Ezreal,Twisted Fate,0,0,0,0
4335,Ezreal,Twitch,3,2,7,12
4336,Ezreal,Udyr,0,0,0,0
4337,Ezreal,Urgot,0,4,0,6
4338,Ezreal,Varus,-1,-6,3,24
4339,Ezreal,Vayne,1,5,5,19
4340,Ezreal,Veigar,0,-2,10,10
4341,Ezreal,Vel Koz,0,0,0,0
4342,Ezreal,Vi,0,1,0,1
4343,Ezreal,Viktor,1,-4,5,6
4344,Ezreal,Vladimir,6,5,14,19
4345,Ezreal,Volibear,5,-2,9,6
4346,Ezreal,Warwick,1,0,3,12
4347,Ezreal,Wukong,0,0,0,0
4348,Ezreal,Xayah,0,-11,0,33
4349,Ezreal,Xerath,-4,-5,12,13
4350,Ezreal,Xin Zhao,0,0,0,0
4351,Ezreal,Yasuo,2,-5,42,23
4352,Ezreal,Yorick,-1,-1,1,3
4353,Ezreal,Zac,-5,-2,5,2
4354,Ezreal,Zed,-3,7,15,41
4355,Ezreal,Ziggs,0,7,6,19
4356,Ezreal,Zilean,6,-1,6,5
4357,Ezreal,Zoe,-2,3,20,9
4358,Ezreal,Zyra,5,2,15,6
4359,Ezreal,Yuumi,-15,-23,67,49
4360,Ezreal,Senna,-7,1,15,17
4361,Ezreal,Qiana,0,0,0,0
4362,Ezreal,Sett,4,5,24,23
4363,Ezreal,Aphelios,1,2,1,36
4364,Ezreal,Viego,-10,1,24,43
4365,Ezreal,Rell,0,-1,4,7
4366,Ezreal,Lillia,1,1,5,1
4367,Ezreal,Yone,0,-6,24,24
4368,Fiddlesticks,Aatrox,0,0,0,0
4369,Fiddlesticks,Akali,3,1,3,3
4370,Fiddlesticks,Aurelion Sol,0,0,0,0
4371,Fiddlesticks,Ahri,2,0,2,2
4372,Fiddlesticks,Akshan,1,1,1,1
4373,Fiddlesticks,Alistar,1,0,1,2
4374,Fiddlesticks,Amumu,0,0,0,0
4375,Fiddlesticks,Anivia,1,-1,1,3
4376,Fiddlesticks,Annie,-1,0,1,2
4377,Fiddlesticks,Ashe,-3,-6,7,6
4378,Fiddlesticks,Azir,0,0,0,0
4379,Fiddlesticks,Bard,0,-2,0,2
4380,Fiddlesticks,Blitzcrank,1,-3,1,3
4381,Fiddlesticks,Brand,-1,0,1,2
4382,Fiddlesticks,Braum,0,0,2,0
4383,Fiddlesticks,Camille,-3,-1,3,7
4384,Fiddlesticks,Caitlyn,1,0,3,2
4385,Fiddlesticks,Cassiopeia,0,0,0,2
4386,Fiddlesticks,Cho Gath,0,0,0,0
4387,Fiddlesticks,Corki,1,0,3,0
4388,Fiddlesticks,Darius,0,1,2,1
4389,Fiddlesticks,Dr. Mundo,0,0,0,0
4390,Fiddlesticks,Diana,0,0,2,4
4391,Fiddlesticks,Draven,-1,2,3,2
4392,Fiddlesticks,Ekko,1,7,1,11
4393,Fiddlesticks,Elise,0,0,0,0
4394,Fiddlesticks,Evelynn,-2,0,2,2
4395,Fiddlesticks,Ezreal,2,-5,4,7
4396,Fiddlesticks,Fiddlesticks,0,0,0,0
4397,Fiddlesticks,Fiora,-5,-5,7,5
4398,Fiddlesticks,Fizz,0,0,0,0
4399,Fiddlesticks,Galio,1,0,1,0
4400,Fiddlesticks,Gangplank,2,1,2,1
4401,Fiddlesticks,Garen,0,0,0,0
4402,Fiddlesticks,Gnar,-1,-1,9,5
4403,Fiddlesticks,Gragas,-1,0,1,2
4404,Fiddlesticks,Graves,2,0,2,6
4405,Fiddlesticks,Gwen,2,-1,2,1
4406,Fiddlesticks,Hecarim,0,0,0,0
4407,Fiddlesticks,Heimerdinger,0,2,0,2
4408,Fiddlesticks,Irelia,-2,-5,4,9
4409,Fiddlesticks,Ivern,0,-1,0,1
4410,Fiddlesticks,Illaoi,0,-1,0,1
4411,Fiddlesticks,Janna,0,1,0,1
4412,Fiddlesticks,Jarvan IV,0,0,0,0
4413,Fiddlesticks,Jax,0,-2,0,2
4414,Fiddlesticks,Jayce,-4,-1,4,3
4415,Fiddlesticks,Jhin,-1,3,5,3
4416,Fiddlesticks,Jinx,0,0,0,2
4417,Fiddlesticks,Karma,-1,-8,1,8
4418,Fiddlesticks,Kalista,0,2,0,2
4419,Fiddlesticks,Karthus,-1,-3,1,5
4420,Fiddlesticks,Kassadin,-1,0,1,0
4421,Fiddlesticks,Kai Sa,0,0,0,0
4422,Fiddlesticks,Katarina,-1,-1,1,1
4423,Fiddlesticks,Kayn,0,1,0,9
4424,Fiddlesticks,Kayle,-2,-1,2,1
4425,Fiddlesticks,Kennen,-1,0,1,0
4426,Fiddlesticks,Kha Zix,0,0,0,0
4427,Fiddlesticks,Kog Maw,0,0,0,0
4428,Fiddlesticks,Kled,1,0,1,0
4429,Fiddlesticks,Kindred,0,0,0,0
4430,Fiddlesticks,LeBlanc,0,0,0,0
4431,Fiddlesticks,Lee Sin,0,0,0,0
4432,Fiddlesticks,Leona,-3,1,7,1
4433,Fiddlesticks,Lucian,-2,-4,12,4
4434,Fiddlesticks,Lissandra,-1,0,1,0
4435,Fiddlesticks,Lulu,0,1,2,5
4436,Fiddlesticks,Lux,2,0,4,2
4437,Fiddlesticks,Malphite,0,0,0,2
4438,Fiddlesticks,Malzahar,1,0,1,0
4439,Fiddlesticks,Maokai,0,0,0,0
4440,Fiddlesticks,Master Yi,0,0,0,0
4441,Fiddlesticks,Miss Fortune,0,0,0,0
4442,Fiddlesticks,Mordekaiser,-2,0,2,0
4443,Fiddlesticks,Morgana,0,-1,0,3
4444,Fiddlesticks,Nami,-3,-1,7,1
4445,Fiddlesticks,Nasus,1,-1,3,1
4446,Fiddlesticks,Nautilus,1,1,1,5
4447,Fiddlesticks,Neeko,-1,0,1,0
4448,Fiddlesticks,Nidalee,0,0,0,2
4449,Fiddlesticks,Nocturne,0,-3,0,3
4450,Fiddlesticks,Nunu and Willump,0,0,0,0
4451,Fiddlesticks,Olaf,0,0,0,0
4452,Fiddlesticks,Orrn,0,0,0,0
4453,Fiddlesticks,Orianna,1,1,5,1
4454,Fiddlesticks,Pantheon,1,-3,1,3
4455,Fiddlesticks,Poppy,0,0,0,0
4456,Fiddlesticks,Pyke,0,0,0,0
4457,Fiddlesticks,Quinn,0,0,0,0
4458,Fiddlesticks,Rammus,0,0,0,0
4459,Fiddlesticks,Rakan,1,2,1,2
4460,Fiddlesticks,Rek Sai,0,0,0,0
4461,Fiddlesticks,Renekton,2,2,2,2
4462,Fiddlesticks,Rengar,0,0,0,0
4463,Fiddlesticks,Riven,0,0,2,2
4464,Fiddlesticks,Rumble,1,0,1,2
4465,Fiddlesticks,Ryze,-1,0,1,0
4466,Fiddlesticks,Samira,0,3,2,3
4467,Fiddlesticks,Sejuani,0,2,0,2
4468,Fiddlesticks,Seraphine,-3,0,3,4
4469,Fiddlesticks,Shaco,-1,-1,1,1
4470,Fiddlesticks,Shen,-4,0,6,2
4471,Fiddlesticks,Shyvana,0,1,0,1
4472,Fiddlesticks,Singed,-1,-1,1,1
4473,Fiddlesticks,Sion,2,-6,2,6
4474,Fiddlesticks,Sivir,0,0,0,0
4475,Fiddlesticks,Skarner,0,0,0,0
4476,Fiddlesticks,Sona,-2,-2,2,2
4477,Fiddlesticks,Soraka,0,1,2,1
4478,Fiddlesticks,Swain,0,2,0,2
4479,Fiddlesticks,Syndra,-1,0,1,2
4480,Fiddlesticks,Sylas,0,5,0,5
4481,Fiddlesticks,Talon,2,-1,2,1
4482,Fiddlesticks,Taliyah,0,0,0,0
4483,Fiddlesticks,Taric,0,0,0,0
4484,Fiddlesticks,Tahm Kench,0,0,0,0
4485,Fiddlesticks,Thresh,-1,0,7,2
4486,Fiddlesticks,Teemo,-4,0,4,0
4487,Fiddlesticks,Tristana,0,-1,2,3
4488,Fiddlesticks,Trundle,0,-1,2,1
4489,Fiddlesticks,Tryndamere,0,-1,0,1
4490,Fiddlesticks,Twisted Fate,0,0,0,0
4491,Fiddlesticks,Twitch,1,2,3,2
4492,Fiddlesticks,Udyr,0,-2,0,2
4493,Fiddlesticks,Urgot,0,0,0,0
4494,Fiddlesticks,Varus,1,-1,3,3
4495,Fiddlesticks,Vayne,-2,0,4,0
4496,Fiddlesticks,Veigar,-1,-2,1,2
4497,Fiddlesticks,Vel Koz,0,0,0,0
4498,Fiddlesticks,Vi,0,0,0,0
4499,Fiddlesticks,Viktor,0,-1,0,1
4500,Fiddlesticks,Vladimir,0,-8,0,8
4501,Fiddlesticks,Volibear,0,1,0,1
4502,Fiddlesticks,Warwick,0,1,0,1
4503,Fiddlesticks,Wukong,0,0,0,0
4504,Fiddlesticks,Xayah,1,1,1,1
4505,Fiddlesticks,Xerath,-3,-1,5,1
4506,Fiddlesticks,Xin Zhao,0,0,0,0
4507,Fiddlesticks,Yasuo,1,4,3,4
4508,Fiddlesticks,Yorick,0,0,0,0
4509,Fiddlesticks,Zac,0,0,0,4
4510,Fiddlesticks,Zed,-4,1,4,1
4511,Fiddlesticks,Ziggs,0,-2,0,8
4512,Fiddlesticks,Zilean,-1,0,1,0
4513,Fiddlesticks,Zoe,0,-2,0,2
4514,Fiddlesticks,Zyra,0,-5,0,5
4515,Fiddlesticks,Yuumi,-1,-2,1,2
4516,Fiddlesticks,Senna,2,-1,8,3
4517,Fiddlesticks,Qiana,0,0,0,0
4518,Fiddlesticks,Sett,2,-1,2,3
4519,Fiddlesticks,Aphelios,3,-3,7,5
4520,Fiddlesticks,Viego,0,-2,0,4
4521,Fiddlesticks,Rell,-2,3,2,3
4522,Fiddlesticks,Lillia,-1,0,1,0
4523,Fiddlesticks,Yone,-2,1,4,1
4524,Fiora,Aatrox,0,3,0,7
4525,Fiora,Akali,-1,1,7,3
4526,Fiora,Aurelion Sol,0,0,0,0
4527,Fiora,Ahri,1,-2,5,6
4528,Fiora,Akshan,0,1,0,5
4529,Fiora,Alistar,2,2,4,8
4530,Fiora,Amumu,2,-2,6,2
4531,Fiora,Anivia,3,-1,7,1
4532,Fiora,Annie,2,0,2,0
4533,Fiora,Ashe,1,5,25,21
4534,Fiora,Azir,0,0,0,0
4535,Fiora,Bard,5,-4,7,16
4536,Fiora,Blitzcrank,0,2,0,2
4537,Fiora,Brand,4,5,4,5
4538,Fiora,Braum,3,-2,3,6
4539,Fiora,Camille,1,0,1,20
4540,Fiora,Caitlyn,-1,-2,5,6
4541,Fiora,Cassiopeia,0,-1,2,5
4542,Fiora,Cho Gath,0,0,0,0
4543,Fiora,Corki,0,0,4,2
4544,Fiora,Darius,-1,-1,1,17
4545,Fiora,Dr. Mundo,0,0,0,0
4546,Fiora,Diana,-7,-8,25,12
4547,Fiora,Draven,0,-4,6,4
4548,Fiora,Ekko,13,-3,27,19
4549,Fiora,Elise,0,-1,0,1
4550,Fiora,Evelynn,1,-1,7,9
4551,Fiora,Ezreal,-2,-7,36,27
4552,Fiora,Fiddlesticks,-5,5,7,5
4553,Fiora,Fiora,-20,0,20,0
4554,Fiora,Fizz,0,1,0,1
4555,Fiora,Galio,-3,-1,3,1
4556,Fiora,Gangplank,1,4,5,4
4557,Fiora,Garen,0,0,0,0
4558,Fiora,Gnar,0,-27,0,29
4559,Fiora,Gragas,3,-1,9,3
4560,Fiora,Graves,-5,-5,13,21
4561,Fiora,Gwen,-1,3,1,5
4562,Fiora,Hecarim,-5,0,5,2
4563,Fiora,Heimerdinger,-1,0,3,0
4564,Fiora,Irelia,1,0,3,28
4565,Fiora,Ivern,1,-2,1,2
4566,Fiora,Illaoi,-1,0,1,2
4567,Fiora,Janna,-3,2,7,4
4568,Fiora,Jarvan IV,0,0,0,0
4569,Fiora,Jax,-1,1,1,7
4570,Fiora,Jayce,1,-13,1,31
4571,Fiora,Jhin,0,-8,12,12
4572,Fiora,Jinx,0,0,0,2
4573,Fiora,Karma,-1,-5,21,11
4574,Fiora,Kalista,2,-6,2,6
4575,Fiora,Karthus,1,-4,9,8
4576,Fiora,Kassadin,0,0,4,4
4577,Fiora,Kai Sa,0,0,0,0
4578,Fiora,Katarina,7,1,13,9
4579,Fiora,Kayn,3,8,17,12
4580,Fiora,Kayle,-1,0,1,0
4581,Fiora,Kennen,1,-6,3,8
4582,Fiora,Kha Zix,0,0,0,0
4583,Fiora,Kog Maw,0,0,0,0
4584,Fiora,Kled,-1,1,1,1
4585,Fiora,Kindred,2,1,2,1
4586,Fiora,LeBlanc,0,0,0,0
4587,Fiora,Lee Sin,0,0,0,0
4588,Fiora,Leona,1,8,9,10
4589,Fiora,Lucian,3,3,23,31
4590,Fiora,Lissandra,-1,1,5,3
4591,Fiora,Lulu,-7,7,13,11
4592,Fiora,Lux,0,8,12,14
4593,Fiora,Malphite,0,-4,0,6
4594,Fiora,Malzahar,0,-1,0,1
4595,Fiora,Maokai,-1,-1,1,1
4596,Fiora,Master Yi,0,0,0,0
4597,Fiora,Miss Fortune,0,0,0,0
4598,Fiora,Mordekaiser,1,-5,1,5
4599,Fiora,Morgana,-1,-2,5,2
4600,Fiora,Nami,-3,0,9,6
4601,Fiora,Nasus,0,0,0,2
4602,Fiora,Nautilus,9,-2,17,12
4603,Fiora,Neeko,0,0,0,0
4604,Fiora,Nidalee,-9,-4,11,16
4605,Fiora,Nocturne,0,0,0,2
4606,Fiora,Nunu and Willump,0,0,0,0
4607,Fiora,Olaf,-3,3,3,5
4608,Fiora,Orrn,0,0,0,0
4609,Fiora,Orianna,-1,3,1,3
4610,Fiora,Pantheon,1,-1,1,1
4611,Fiora,Poppy,0,-1,0,3
4612,Fiora,Pyke,1,-7,3,11
4613,Fiora,Quinn,0,-1,0,1
4614,Fiora,Rammus,2,2,2,4
4615,Fiora,Rakan,0,6,12,10
4616,Fiora,Rek Sai,0,0,0,0
4617,Fiora,Renekton,1,-1,3,13
4618,Fiora,Rengar,-3,-4,3,4
4619,Fiora,Riven,0,11,2,13
4620,Fiora,Rumble,0,1,0,3
4621,Fiora,Ryze,-4,9,10,11
4622,Fiora,Samira,-2,0,6,8
4623,Fiora,Sejuani,0,0,0,2
4624,Fiora,Seraphine,8,2,12,14
4625,Fiora,Shaco,-3,5,5,17
4626,Fiora,Shen,-4,-1,4,1
4627,Fiora,Shyvana,-1,0,1,0
4628,Fiora,Singed,0,-2,0,2
4629,Fiora,Sion,0,-1,0,9
4630,Fiora,Sivir,-1,0,1,0
4631,Fiora,Skarner,-1,0,1,0
4632,Fiora,Sona,3,8,23,18
4633,Fiora,Soraka,0,-2,6,4
4634,Fiora,Swain,3,0,5,2
4635,Fiora,Syndra,0,1,8,3
4636,Fiora,Sylas,0,8,8,12
4637,Fiora,Talon,0,-4,18,8
4638,Fiora,Taliyah,1,-2,1,2
4639,Fiora,Taric,-2,0,2,2
4640,Fiora,Tahm Kench,0,0,0,0
4641,Fiora,Thresh,0,4,16,22
4642,Fiora,Teemo,1,4,1,4
4643,Fiora,Tristana,-2,0,4,14
4644,Fiora,Trundle,1,3,7,9
4645,Fiora,Tryndamere,0,6,0,6
4646,Fiora,Twisted Fate,0,0,0,0
4647,Fiora,Twitch,1,3,1,7
4648,Fiora,Udyr,2,-2,2,4
4649,Fiora,Urgot,0,-1,0,3
4650,Fiora,Varus,2,3,14,7
4651,Fiora,Vayne,-3,8,9,14
4652,Fiora,Veigar,0,2,2,10
4653,Fiora,Vel Koz,0,0,0,0
4654,Fiora,Vi,0,0,0,2
4655,Fiora,Viktor,-2,1,2,3
4656,Fiora,Vladimir,5,-1,9,7
4657,Fiora,Volibear,-1,1,1,3
4658,Fiora,Warwick,0,-1,0,5
4659,Fiora,Wukong,0,0,0,0
4660,Fiora,Xayah,-1,5,15,9
4661,Fiora,Xerath,-2,-3,8,7
4662,Fiora,Xin Zhao,0,0,0,0
4663,Fiora,Yasuo,0,-1,14,9
4664,Fiora,Yorick,0,0,0,0
4665,Fiora,Zac,-2,1,2,3
4666,Fiora,Zed,-3,7,7,11
4667,Fiora,Ziggs,4,4,14,4
4668,Fiora,Zilean,1,-2,1,2
4669,Fiora,Zoe,-1,-6,3,8
4670,Fiora,Zyra,2,-3,6,9
4671,Fiora,Yuumi,4,5,10,13
4672,Fiora,Senna,1,1,7,5
4673,Fiora,Qiana,0,0,0,0
4674,Fiora,Sett,-1,0,1,6
4675,Fiora,Aphelios,-2,0,18,12
4676,Fiora,Viego,2,3,16,13
4677,Fiora,Rell,-1,-1,1,9
4678,Fiora,Lillia,0,-1,6,3
4679,Fiora,Yone,0,-5,6,17
4680,Fizz,Aatrox,0,0,0,2
4681,Fizz,Akali,-1,-1,1,1
4682,Fizz,Aurelion Sol,0,0,0,0
4683,Fizz,Ahri,-1,0,1,0
4684,Fizz,Akshan,-1,-1,1,1
4685,Fizz,Alistar,-2,1,2,1
4686,Fizz,Amumu,-1,0,1,2
4687,Fizz,Anivia,0,1,0,1
4688,Fizz,Annie,0,1,0,1
4689,Fizz,Ashe,2,0,4,2
4690,Fizz,Azir,-1,-1,1,1
4691,Fizz,Bard,0,0,0,0
4692,Fizz,Blitzcrank,0,-1,2,1
4693,Fizz,Brand,-2,0,2,0
4694,Fizz,Braum,0,0,0,2
4695,Fizz,Camille,-1,-1,1,1
4696,Fizz,Caitlyn,0,0,0,2
4697,Fizz,Cassiopeia,0,0,0,0
4698,Fizz,Cho Gath,0,0,0,0
4699,Fizz,Corki,0,-2,0,2
4700,Fizz,Darius,0,-1,0,1
4701,Fizz,Dr. Mundo,0,0,0,0
4702,Fizz,Diana,1,1,1,1
4703,Fizz,Draven,0,0,0,2
4704,Fizz,Ekko,0,1,2,3
4705,Fizz,Elise,0,1,0,1
4706,Fizz,Evelynn,0,0,0,2
4707,Fizz,Ezreal,1,0,5,0
4708,Fizz,Fiddlesticks,0,0,0,0
4709,Fizz,Fiora,0,-1,0,1
4710,Fizz,Fizz,0,0,0,0
4711,Fizz,Galio,-1,0,1,0
4712,Fizz,Gangplank,0,0,0,0
4713,Fizz,Garen,1,1,1,1
4714,Fizz,Gnar,1,0,1,0
4715,Fizz,Gragas,0,0,0,0
4716,Fizz,Graves,0,-3,2,3
4717,Fizz,Gwen,1,0,1,0
4718,Fizz,Hecarim,0,0,0,0
4719,Fizz,Heimerdinger,0,0,0,2
4720,Fizz,Irelia,-1,-1,1,1
4721,Fizz,Ivern,1,-1,1,1
4722,Fizz,Illaoi,0,0,0,0
4723,Fizz,Janna,1,0,1,2
4724,Fizz,Jarvan IV,0,0,0,0
4725,Fizz,Jax,1,0,1,0
4726,Fizz,Jayce,1,-2,1,6
4727,Fizz,Jhin,2,0,2,2
4728,Fizz,Jinx,0,1,4,1
4729,Fizz,Karma,2,1,2,1
4730,Fizz,Kalista,1,1,1,1
4731,Fizz,Karthus,-3,0,3,0
4732,Fizz,Kassadin,0,0,0,0
4733,Fizz,Kai Sa,0,0,0,0
4734,Fizz,Katarina,0,1,0,1
4735,Fizz,Kayn,2,-1,2,1
4736,Fizz,Kayle,-1,1,1,3
4737,Fizz,Kennen,0,0,0,0
4738,Fizz,Kha Zix,0,0,0,0
4739,Fizz,Kog Maw,0,0,0,0
4740,Fizz,Kled,0,0,0,0
4741,Fizz,Kindred,0,0,0,0
4742,Fizz,LeBlanc,0,0,0,0
4743,Fizz,Lee Sin,0,0,0,0
4744,Fizz,Leona,1,-1,1,1
4745,Fizz,Lucian,2,-1,2,3
4746,Fizz,Lissandra,0,-2,0,2
4747,Fizz,Lulu,0,2,2,4
4748,Fizz,Lux,-2,1,2,1
4749,Fizz,Malphite,1,1,1,1
4750,Fizz,Malzahar,0,0,0,0
4751,Fizz,Maokai,-1,-2,1,2
4752,Fizz,Master Yi,0,0,0,0
4753,Fizz,Miss Fortune,0,0,0,0
4754,Fizz,Mordekaiser,0,0,0,0
4755,Fizz,Morgana,0,0,0,0
4756,Fizz,Nami,-2,0,2,4
4757,Fizz,Nasus,0,0,0,0
4758,Fizz,Nautilus,0,-1,0,1
4759,Fizz,Neeko,0,-1,0,1
4760,Fizz,Nidalee,-1,0,1,4
4761,Fizz,Nocturne,0,0,0,0
4762,Fizz,Nunu and Willump,0,0,0,0
4763,Fizz,Olaf,-1,0,1,0
4764,Fizz,Orrn,0,0,0,0
4765,Fizz,Orianna,0,0,0,0
4766,Fizz,Pantheon,0,0,0,0
4767,Fizz,Poppy,0,0,0,0
4768,Fizz,Pyke,-1,-1,1,1
4769,Fizz,Quinn,0,-1,0,1
4770,Fizz,Rammus,0,0,0,0
4771,Fizz,Rakan,0,1,0,1
4772,Fizz,Rek Sai,0,0,0,0
4773,Fizz,Renekton,0,1,0,3
4774,Fizz,Rengar,0,0,0,2
4775,Fizz,Riven,1,0,3,2
4776,Fizz,Rumble,-1,-1,3,1
4777,Fizz,Ryze,0,-2,0,2
4778,Fizz,Samira,0,-1,2,1
4779,Fizz,Sejuani,0,0,0,0
4780,Fizz,Seraphine,0,0,2,0
4781,Fizz,Shaco,2,-1,2,1
4782,Fizz,Shen,0,1,0,1
4783,Fizz,Shyvana,-1,1,1,1
4784,Fizz,Singed,0,-1,0,1
4785,Fizz,Sion,2,-1,2,1
4786,Fizz,Sivir,-2,1,2,1
4787,Fizz,Skarner,0,1,0,1
4788,Fizz,Sona,-1,1,3,1
4789,Fizz,Soraka,0,-1,0,1
4790,Fizz,Swain,0,0,0,2
4791,Fizz,Syndra,-1,0,1,2
4792,Fizz,Sylas,0,0,0,0
4793,Fizz,Talon,0,1,0,1
4794,Fizz,Taliyah,-1,1,1,1
4795,Fizz,Taric,0,0,0,0
4796,Fizz,Tahm Kench,0,0,0,0
4797,Fizz,Thresh,1,0,1,2
4798,Fizz,Teemo,-1,0,1,0
4799,Fizz,Tristana,-1,0,1,0
4800,Fizz,Trundle,0,0,0,0
4801,Fizz,Tryndamere,0,0,0,0
4802,Fizz,Twisted Fate,0,0,0,0
4803,Fizz,Twitch,0,1,0,1
4804,Fizz,Udyr,0,0,0,0
4805,Fizz,Urgot,0,0,0,0
4806,Fizz,Varus,1,-1,1,1
4807,Fizz,Vayne,-3,2,5,4
4808,Fizz,Veigar,0,0,2,0
4809,Fizz,Vel Koz,0,0,0,0
4810,Fizz,Vi,0,0,0,0
4811,Fizz,Viktor,0,-2,0,2
4812,Fizz,Vladimir,0,0,0,0
4813,Fizz,Volibear,0,1,0,1
4814,Fizz,Warwick,0,0,2,0
4815,Fizz,Wukong,0,0,0,0
4816,Fizz,Xayah,0,1,0,1
4817,Fizz,Xerath,1,1,1,1
4818,Fizz,Xin Zhao,0,0,0,0
4819,Fizz,Yasuo,-1,0,1,2
4820,Fizz,Yorick,-1,0,1,0
4821,Fizz,Zac,0,1,0,1
4822,Fizz,Zed,0,-1,2,1
4823,Fizz,Ziggs,0,1,0,1
4824,Fizz,Zilean,-1,0,1,2
4825,Fizz,Zoe,0,0,0,0
4826,Fizz,Zyra,0,0,0,2
4827,Fizz,Yuumi,1,0,1,0
4828,Fizz,Senna,0,-2,2,2
4829,Fizz,Qiana,0,0,0,0
4830,Fizz,Sett,-1,-1,1,1
4831,Fizz,Aphelios,1,-1,1,1
4832,Fizz,Viego,-2,1,2,3
4833,Fizz,Rell,0,0,0,0
4834,Fizz,Lillia,1,-1,3,1
4835,Fizz,Yone,1,0,1,2
4836,Galio,Aatrox,0,-1,0,1
4837,Galio,Akali,0,3,0,3
4838,Galio,Aurelion Sol,0,0,0,0
4839,Galio,Ahri,1,-1,1,1
4840,Galio,Akshan,-1,0,1,0
4841,Galio,Alistar,1,0,1,0
4842,Galio,Amumu,-1,-1,1,1
4843,Galio,Anivia,0,-1,0,1
4844,Galio,Annie,1,0,1,0
4845,Galio,Ashe,0,0,4,2
4846,Galio,Azir,0,0,0,0
4847,Galio,Bard,1,0,1,2
4848,Galio,Blitzcrank,0,0,0,0
4849,Galio,Brand,0,1,0,1
4850,Galio,Braum,1,1,3,1
4851,Galio,Camille,-1,0,5,0
4852,Galio,Caitlyn,0,0,2,0
4853,Galio,Cassiopeia,-1,0,1,2
4854,Galio,Cho Gath,0,0,0,0
4855,Galio,Corki,0,0,0,0
4856,Galio,Darius,0,-2,0,4
4857,Galio,Dr. Mundo,0,0,0,0
4858,Galio,Diana,2,1,2,1
4859,Galio,Draven,1,-1,3,1
4860,Galio,Ekko,1,-3,3,7
4861,Galio,Elise,0,0,0,0
4862,Galio,Evelynn,0,0,0,2
4863,Galio,Ezreal,-1,0,5,2
4864,Galio,Fiddlesticks,1,0,1,0
4865,Galio,Fiora,-3,1,3,1
4866,Galio,Fizz,-1,0,1,0
4867,Galio,Galio,0,0,0,0
4868,Galio,Gangplank,-2,2,2,4
4869,Galio,Garen,0,0,0,0
4870,Galio,Gnar,0,0,0,0
4871,Galio,Gragas,0,1,2,1
4872,Galio,Graves,1,-1,1,1
4873,Galio,Gwen,-1,0,1,0
4874,Galio,Hecarim,0,0,0,0
4875,Galio,Heimerdinger,1,0,1,0
4876,Galio,Irelia,1,0,3,4
4877,Galio,Ivern,0,0,0,0
4878,Galio,Illaoi,0,0,0,0
4879,Galio,Janna,2,0,2,0
4880,Galio,Jarvan IV,0,0,0,0
4881,Galio,Jax,0,1,0,1
4882,Galio,Jayce,-1,2,3,2
4883,Galio,Jhin,0,1,4,3
4884,Galio,Jinx,1,-1,1,1
4885,Galio,Karma,0,0,2,0
4886,Galio,Kalista,0,2,0,2
4887,Galio,Karthus,-2,-1,4,1
4888,Galio,Kassadin,0,-1,0,1
4889,Galio,Kai Sa,0,0,0,0
4890,Galio,Katarina,1,-2,1,2
4891,Galio,Kayn,0,0,0,4
4892,Galio,Kayle,-1,1,1,1
4893,Galio,Kennen,0,0,0,0
4894,Galio,Kha Zix,0,0,0,0
4895,Galio,Kog Maw,0,0,0,0
4896,Galio,Kled,-1,0,1,0
4897,Galio,Kindred,0,-1,0,1
4898,Galio,LeBlanc,0,0,0,0
4899,Galio,Lee Sin,0,0,0,0
4900,Galio,Leona,1,3,1,3
4901,Galio,Lucian,2,2,4,4
4902,Galio,Lissandra,1,-2,1,2
4903,Galio,Lulu,0,0,2,2
4904,Galio,Lux,1,2,3,8
4905,Galio,Malphite,-1,0,1,0
4906,Galio,Malzahar,0,1,0,1
4907,Galio,Maokai,0,0,0,0
4908,Galio,Master Yi,0,0,0,0
4909,Galio,Miss Fortune,0,0,0,0
4910,Galio,Mordekaiser,0,-1,0,3
4911,Galio,Morgana,1,-1,1,1
4912,Galio,Nami,0,-2,0,2
4913,Galio,Nasus,1,-1,1,1
4914,Galio,Nautilus,0,-1,0,1
4915,Galio,Neeko,-1,-1,1,3
4916,Galio,Nidalee,-1,0,1,0
4917,Galio,Nocturne,0,1,0,1
4918,Galio,Nunu and Willump,0,0,0,0
4919,Galio,Olaf,0,-1,0,1
4920,Galio,Orrn,0,0,0,0
4921,Galio,Orianna,0,0,0,0
4922,Galio,Pantheon,1,0,1,0
4923,Galio,Poppy,0,0,0,0
4924,Galio,Pyke,0,-1,0,1
4925,Galio,Quinn,2,-1,2,1
4926,Galio,Rammus,1,0,1,0
